PktCount,SumPktLength,MaxPktLength,MinPktLength,MeanPktLength,SumIat,MaxIat,MinIat,MeanIat,FlowDuration,InitialWindow,SumWindow,MaxWindow,MinWindow,MeanWindow,IsTCP,isVideo
3105.0,4325253.0,1443.0,66.0,1392.9961352657006,41386705.0,2440608.0,0.0,13333.345682989691,41386705.0,65535.0,305160703.0,98304.0,65535.0,98280.41964573269,1.0,0.0
44.0,8749.0,696.0,66.0,198.8409090909091,48665006.0,19981246.0,0.0,1131744.3255813953,48665006.0,65535.0,4808191.0,140800.0,65535.0,109277.06818181818,1.0,0.0
1852.0,151879.0,1414.0,66.0,82.00809935205183,41239811.0,1470785.0,99.00000001490116,22279.746623446787,41239811.0,65535.0,2900882431.0,1946112.0,65535.0,1566351.2046436286,1.0,0.0
42.0,34804.0,1414.0,66.0,828.6666666666666,48522160.0,20142706.000000015,141.0,1183467.3170731708,48522160.0,65535.0,2794495.0,66560.0,65535.0,66535.59523809524,1.0,0.0
36.0,6578.0,822.0,66.0,182.72222222222223,203183613.0,30006117.000000015,0.0,5805246.085714285,203183613.0,65535.0,3210239.0,90112.0,65535.0,89173.30555555556,1.0,0.0
31.0,2573.0,222.0,66.0,83.0,202955987.0,29022851.0,105.0,6765199.566666666,202955987.0,65535.0,2062335.0,66560.0,65535.0,66526.93548387097,1.0,0.0
16.0,1774.0,583.0,54.0,110.875,4099598.999999985,1248216.000000015,0.0,273306.599999999,4099598.999999985,65535.0,1107966.0,89088.0,0.0,69247.875,1.0,0.0
39.0,5494.0,583.0,66.0,140.87179487179486,79865361.0,18524320.0,0.0,2101720.0263157897,79865361.0,65535.0,3841022.0,117248.0,65535.0,98487.7435897436,1.0,0.0
38.0,10577.0,1414.0,66.0,278.3421052631579,78440525.0,18654701.0,129.00000001490116,2120014.189189189,78440525.0,65535.0,2526205.0,66560.0,65535.0,66479.07894736843,1.0,0.0
13.0,1182.0,222.0,66.0,90.92307692307692,2685504.000000015,1257636.999999985,140.00000002980232,223792.00000000125,2685504.000000015,65535.0,862205.0,66560.0,65535.0,66323.46153846153,1.0,0.0
